C2H4 28.05
C2H6 30.07
C3H6 42.08
C3H8 44097
C4H10 58.12
C5H8 68.119
CH3COOH 60.05
CH3CHO 44.05
CH3COE 72.107
CH4 16.04246
CO  28.0101
GLYOX 58.036
H2O2 34.0147
H2SO4 98.079
HCHO 30.03
HNO3 63.0129
HONO 47.014
MGLYOX 72.063
NO2 46.006
NO 30.006
NH3 17.03
O3 47.9982
NOx 32.6064
OH 17.007
PAN 121.05
SO2 64.065
